date,acc,PID
57:57.2,2.56704E+11,U1DD
02:33.2,2.56702E+11,6Q4Z
16:24.4,2.56772E+11,T2MU
46:23.0,2.56774E+11,WLIW
48:28.4,2.5678E+11,WLIW
10:30.0,2.56757E+11,WLIW
31:00.7,2.56753E+11,WLIW
45:01.7,2.56701E+11,80G0
05:41.6,2.56774E+11,80G0
50:56.9,2.56752E+11,DJGS
27:03.2,2.56312E+11,WLIW
27:06.0,2.56701E+11,WLIW
54:21.6,2.56772E+11,WLIW
13:25.7,2.56785E+11,80G0
28:59.0,2.56785E+11,80G0
37:48.9,2.56753E+11,WLIW
00:13.7,2.56778E+11,WLIW
06:56.3,2.56778E+11,WLIW
30:23.1,2.56702E+11,6Q4Z
27:43.6,2.56757E+11,T0LZ
16:32.6,2.56771E+11,80G0
12:15.6,2.56774E+11,WLIW
00:47.3,2.56702E+11,6Q4Z
12:55.8,2.56755E+11,T0LZ
23:23.9,2.56701E+11,6Q4Z
18:40.0,2.56757E+11,WLIW
37:31.3,2.56778E+11,YDAG
32:37.5,2.56752E+11,WLIW
51:44.6,2.56701E+11,WLIW
32:53.8,2.56771E+11,DJGS
46:29.7,2.56785E+11,WLIW
54:11.3,2.56776E+11,Q9SJ
52:58.5,2.56752E+11,3USE
17:11.0,2.56772E+11,80G0
36:29.3,2.56786E+11,80G0
29:29.9,2.56753E+11,80G0
06:30.8,2.56703E+11,WLIW
20:23.5,2.56778E+11,80G0
24:51.5,2.56752E+11,WLIW
49:55.9,2.56701E+11,WLIW
06:30.1,2.56759E+11,WLIW
37:08.0,2.56701E+11,80G0
56:45.1,2.56701E+11,6Q4Z
05:04.9,2.56773E+11,2F3O
04:58.5,2.56783E+11,DJGS
33:58.1,2.56752E+11,WLIW
01:47.8,2.56703E+11,WLIW
04:38.8,2.56703E+11,WLIW
07:29.4,2.56705E+11,WLIW
07:45.7,2.56703E+11,DJGS
00:35.2,2.56772E+11,U1DD
18:34.3,2.56703E+11,WLIW
58:59.1,2.56772E+11,WLIW
19:13.1,2.56757E+11,WLIW
31:03.5,2.56784E+11,3USE
53:44.5,2.56702E+11,CPEH
53:51.8,2.56702E+11,6Q4Z
41:35.6,2.5676E+11,WLIW
13:46.9,2.56706E+11,80G0
21:57.0,2.56785E+11,WLIW
11:30.1,2.56774E+11,WLIW
49:28.8,2.56708E+11,U1DD
36:45.8,2.56752E+11,U1DD
39:47.4,2.56705E+11,WLIW
44:27.5,2.56773E+11,80G0
11:18.6,2.56756E+11,80G0
56:06.0,2.56752E+11,6Q4Z
31:05.9,2.56784E+11,WLIW
28:11.9,2.56312E+11,WLIW
50:34.9,2.56786E+11,6Q4Z
10:00.7,2.56783E+11,80G0
11:45.6,2.56783E+11,WLIW
42:13.7,2.56757E+11,WLIW
39:39.5,2.56786E+11,49DG
34:32.0,2.56786E+11,DJGS
48:53.6,2.56772E+11,DJGS
45:44.7,2.56703E+11,U1DD
54:04.0,2.56752E+11,T0LZ
44:36.0,2.56701E+11,U1DD
44:14.4,2.56702E+11,WLIW
47:35.8,2.56775E+11,80G0
28:48.1,2.56751E+11,80G0
10:30.1,2.56756E+11,80G0
15:31.7,2.56772E+11,80G0
52:50.0,2.56701E+11,U1DD
49:36.3,2.56703E+11,WLIW
32:26.2,2.56705E+11,WLIW
57:34.0,2.56702E+11,80G0
24:36.6,2.56779E+11,U1DD
42:30.7,2.56703E+11,WLIW
20:46.6,2.56702E+11,WLIW
14:18.8,2.56755E+11,3USE
36:48.5,2.56784E+11,U1DD
41:19.4,2.56781E+11,WLIW
17:15.2,2.56752E+11,WLIW
45:40.1,2.56786E+11,U1DD
34:57.8,2.56774E+11,80G0
54:16.3,2.56708E+11,80G0
25:17.2,2.56705E+11,DJGS
30:25.5,2.56772E+11,WLIW
41:56.7,2.56774E+11,WLIW
08:19.2,2.56702E+11,3USE
56:44.6,2.5675E+11,80G0
16:31.4,2.56756E+11,DJGS
40:59.9,2.56E+11,Q9SJ
01:29.7,2.56774E+11,T0LZ
16:46.2,2.56703E+11,T0LZ
58:43.0,2.56781E+11,T0LZ
10:48.2,2.56775E+11,U1DD
00:29.7,2.56755E+11,WLIW
21:13.9,2.56785E+11,80G0
23:24.9,2.56701E+11,WLIW
33:00.9,2.56701E+11,U1DD
47:57.0,2.56782E+11,80G0
06:12.5,2.56772E+11,3USE
23:27.4,2.56755E+11,WLIW
36:18.3,2.56771E+11,80G0
47:30.8,2.56774E+11,WLIW
34:24.1,2.5676E+11,WLIW
53:01.1,2.56709E+11,U1DD
44:30.2,2.56777E+11,WLIW
40:06.2,2.56785E+11,80G0
41:17.6,2.56701E+11,WLIW
01:46.8,2.56701E+11,WLIW
34:35.9,2.56777E+11,WLIW
30:39.0,2.56E+11,B5DH
24:11.9,2.56789E+11,DJGS
03:47.9,2.56782E+11,WLIW
44:24.4,2.56753E+11,80G0
16:43.9,2.56789E+11,U1DD
19:56.2,2.56756E+11,80G0
10:07.9,2.56781E+11,WLIW
49:19.2,2.56703E+11,U1DD
32:59.5,2.56754E+11,WLIW
04:03.0,2.56785E+11,80G0
06:07.4,2.5678E+11,WLIW
51:13.5,2.56787E+11,WLIW
05:46.9,2.56774E+11,WLIW
56:20.2,2.56777E+11,6Q4Z
40:35.7,2.56786E+11,80G0
46:22.0,2.56755E+11,3USE
46:18.1,2.56785E+11,WLIW
16:05.4,2.56701E+11,6Q4Z
11:38.9,2.56776E+11,80G0
34:23.4,2.56772E+11,5YR6
46:40.7,2.56751E+11,WLIW
35:13.0,2.56788E+11,U1DD
55:58.9,2.56785E+11,WLIW
30:41.1,2.56781E+11,3USE
22:08.1,2.56778E+11,U1DD
43:22.0,2.56786E+11,DJGS
26:02.6,2.56775E+11,WLIW
16:49.6,2.56775E+11,U1DD
27:47.1,2.56703E+11,WLIW
45:05.1,2.56782E+11,3USE
24:35.6,2.56703E+11,DJGS
34:47.4,2.56703E+11,WLIW
17:10.7,2.56774E+11,WLIW
34:41.9,2.56785E+11,WLIW
32:48.1,2.56755E+11,80G0
19:14.3,2.56776E+11,DJGS
48:03.4,2.56772E+11,3USE
59:39.6,2.56772E+11,2F3O
26:53.9,2.56312E+11,80G0
45:11.9,2.56312E+11,WLIW
21:57.4,2.56775E+11,6Q4Z
36:52.9,2.56701E+11,WLIW
59:20.5,2.56771E+11,80G0
09:40.1,2.56705E+11,WLIW
33:08.5,2.56708E+11,DJGS
41:13.7,2.5679E+11,80G0
24:07.9,2.56785E+11,U1DD
02:13.7,2.56788E+11,WLIW
20:57.4,2.56778E+11,U1DD
11:49.9,2.56776E+11,80G0
09:42.4,2.56702E+11,P7R7
13:25.0,2.56787E+11,80G0
58:15.0,2.56705E+11,WLIW
26:34.5,2.56781E+11,WLIW
29:42.9,2.56775E+11,80G0
54:12.5,2.56705E+11,80G0
52:29.3,2.56702E+11,6Q4Z
55:55.3,2.56778E+11,80G0
15:43.7,2.56782E+11,WLIW
53:20.9,2.56774E+11,WLIW
20:12.1,2.56703E+11,WLIW
42:16.4,2.56774E+11,WLIW
42:30.2,2.56708E+11,80G0
52:19.2,2.56705E+11,WLIW
40:23.5,2.56756E+11,WLIW
01:07.3,2.56774E+11,WLIW
28:48.5,2.56703E+11,WLIW
31:40.3,2.56705E+11,3USE
40:10.2,2.56775E+11,80G0
53:12.4,2.56702E+11,6Q4Z
01:34.4,2.56701E+11,Q9SJ
46:00.7,2.56782E+11,80G0
45:59.6,2.56777E+11,Q9SJ
20:31.2,2.56774E+11,80G0
52:54.9,2.56788E+11,80G0
51:14.2,2.56772E+11,WLIW
17:53.8,2.56755E+11,3USE
07:15.5,2.56785E+11,WLIW
05:27.9,2.56777E+11,WLIW
29:24.4,2.56783E+11,U1DD
37:41.1,2.56785E+11,U1DD
09:50.0,2.5678E+11,WLIW
36:03.6,2.56786E+11,49DG
41:05.2,2.56772E+11,WLIW
23:43.9,2.5678E+11,U1DD
22:43.2,2.56755E+11,Q9SJ
06:26.4,2.56785E+11,WLIW
09:09.0,2.56774E+11,WLIW
24:14.5,2.56703E+11,WLIW
05:53.2,2.56757E+11,80G0
22:24.5,2.56772E+11,DJGS
32:31.9,2.56774E+11,WLIW
24:20.4,2.56702E+11,80G0
07:19.7,2.56787E+11,WLIW
33:07.2,2.56789E+11,DJGS
23:32.3,2.56752E+11,U1DD
09:10.2,2.56774E+11,WLIW
27:06.2,2.56773E+11,WLIW
06:59.5,2.56758E+11,80G0
14:01.7,2.56786E+11,49DG
56:17.0,2.56774E+11,WLIW
11:42.4,2.56703E+11,WLIW
33:44.2,2.56772E+11,2F3O
12:12.3,2.56752E+11,80G0
52:24.8,2.56703E+11,T0LZ
23:23.7,2.56705E+11,WLIW
48:06.8,2.56704E+11,WLIW
05:00.4,2.56774E+11,WLIW
33:16.7,2.56701E+11,WLIW
54:34.7,2.56701E+11,U1DD
08:55.1,2.5678E+11,WLIW
04:34.3,2.56785E+11,WLIW
34:38.5,2.56701E+11,WLIW
50:46.3,2.56785E+11,80G0
43:40.7,2.56778E+11,CPEH
23:36.5,2.56776E+11,U1DD
34:21.4,2.56702E+11,U1DD
36:21.0,2.56758E+11,T0LZ
02:24.3,2.56703E+11,U1DD
48:12.3,2.56753E+11,WLIW
21:13.4,2.56709E+11,U1DD
18:57.0,2.56772E+11,WLIW
40:25.2,2.56781E+11,80G0
00:29.1,2.56788E+11,U1DD
50:50.8,2.56751E+11,80G0
14:55.3,2.56701E+11,WLIW
35:26.9,2.56775E+11,DJGS
38:36.5,2.56773E+11,80G0
06:12.9,2.56758E+11,U1DD
09:35.6,2.56704E+11,6Q4Z
54:47.9,2.56702E+11,8DYO
15:05.4,2.56758E+11,T0LZ
15:55.8,2.56757E+11,DJGS
52:28.1,2.56774E+11,80G0
39:51.7,2.56752E+11,80G0
20:30.9,2.56701E+11,WLIW
33:38.9,2.56705E+11,DJGS
41:48.3,2.56701E+11,WLIW
42:47.4,2.56312E+11,WLIW
18:42.0,2.56701E+11,WLIW
45:47.9,2.56705E+11,80G0
15:46.0,2.56774E+11,80G0
26:21.5,2.56758E+11,80G0
56:50.9,2.5678E+11,U1DD
23:12.5,2.56785E+11,WLIW
10:31.1,2.56706E+11,WLIW
47:57.1,2.56753E+11,WLIW
19:48.3,2.56702E+11,T0LZ
53:54.4,2.56788E+11,WLIW
32:15.8,2.56755E+11,WLIW
01:48.7,2.56774E+11,WLIW
15:35.2,2.56781E+11,WLIW
22:14.9,2.56778E+11,6Q4Z
59:53.7,2.56702E+11,CPEH
46:41.1,2.56702E+11,T0LZ
29:02.1,2.56703E+11,WLIW
40:29.4,2.56774E+11,DJGS
01:31.7,2.56701E+11,U1DD
43:31.4,2.56781E+11,3USE
17:44.0,2.56772E+11,DJGS
01:13.1,2.56793E+11,DJGS
49:09.0,2.56789E+11,DJGS
23:05.0,2.56703E+11,5YR6
58:30.2,2.56771E+11,DJGS
40:15.4,2.56787E+11,WLIW
11:15.4,2.56705E+11,WLIW
44:47.3,2.56703E+11,WLIW
37:50.8,2.56705E+11,WLIW
05:14.2,2.56704E+11,WLIW
01:50.0,2.56784E+11,80G0
26:25.0,2.56781E+11,80G0
23:21.1,2.56786E+11,WLIW
59:09.0,2.56703E+11,WLIW
12:36.2,2.56772E+11,80G0
04:10.7,2.56703E+11,3USE
35:51.4,2.56775E+11,80G0
09:48.2,2.56776E+11,80G0
59:32.4,2.56703E+11,WLIW
27:58.1,2.56705E+11,WLIW
56:47.8,2.56703E+11,DJGS
09:48.3,2.56756E+11,WLIW
57:34.9,2.56776E+11,80G0
03:27.2,2.56776E+11,80G0
08:03.9,2.56751E+11,80G0
38:16.0,2.56701E+11,WLIW
43:40.1,2.56701E+11,6Q4Z
15:32.1,2.56752E+11,U1DD
25:14.8,2.56755E+11,80G0
12:03.3,2.56703E+11,T0LZ
31:20.3,2.56702E+11,6Q4Z
37:01.4,2.56785E+11,U1DD
09:43.0,2.56701E+11,T0LZ
47:32.7,2.56703E+11,6Q4Z
43:37.2,2.56771E+11,80G0
11:59.8,2.56705E+11,WLIW
16:01.0,2.56783E+11,WLIW
47:28.8,2.56789E+11,WLIW
52:48.1,2.56703E+11,80G0
53:07.8,2.56786E+11,U1DD
01:15.6,2.56786E+11,80G0
12:46.6,2.56755E+11,3USE
05:42.6,2.56773E+11,80G0
16:03.5,2.56704E+11,U1DD
32:50.9,2.56753E+11,80G0
05:24.6,2.56705E+11,WLIW
10:37.2,2.56701E+11,6Q4Z
03:56.2,2.56755E+11,3USE
45:28.1,2.56785E+11,WLIW
09:58.8,2.56775E+11,T0LZ
55:40.1,2.56774E+11,WLIW
51:47.8,2.56785E+11,WLIW
53:01.2,2.56778E+11,U1DD
29:29.5,2.56312E+11,80G0
15:50.5,2.56779E+11,80G0
57:51.9,2.56702E+11,CPEH
02:46.7,2.56782E+11,DJGS
00:37.3,2.56774E+11,80G0
57:38.6,2.56703E+11,WLIW
18:46.6,2.56772E+11,WLIW
25:27.3,2.56781E+11,WLIW
13:00.7,2.56774E+11,WLIW
00:05.4,2.56703E+11,U1DD
19:44.0,2.56701E+11,WLIW
56:43.4,2.56785E+11,WLIW
52:24.2,2.56778E+11,U1DD
26:21.0,2.56786E+11,U1DD
58:16.6,2.56701E+11,6Q4Z
26:09.9,2.56781E+11,80G0
45:23.7,2.56705E+11,WLIW
30:37.9,2.56774E+11,WLIW
06:52.7,2.56781E+11,WLIW
24:55.7,2.56772E+11,U1DD
52:32.6,2.56782E+11,DJGS
35:54.7,2.56703E+11,WLIW
00:54.1,2.56701E+11,WLIW
09:23.2,2.56783E+11,DJGS
42:29.5,2.56782E+11,WLIW
46:23.6,2.56703E+11,WLIW
18:34.2,2.56786E+11,49DG
54:29.0,2.56774E+11,80G0
25:50.2,2.56705E+11,DJGS
11:42.6,2.56785E+11,WLIW
51:47.6,2.56775E+11,WLIW
05:13.1,2.56785E+11,WLIW
07:29.3,2.56701E+11,WLIW
20:32.9,2.5678E+11,U1DD
40:54.2,2.56774E+11,3USE
39:53.5,2.56772E+11,2F3O
14:04.3,2.56708E+11,3USE
03:23.1,2.56776E+11,DJGS
14:03.0,2.56756E+11,80G0
29:36.8,2.56775E+11,WLIW
17:26.4,2.56773E+11,5YR6
35:41.1,2.56785E+11,WLIW
24:36.9,2.56781E+11,WLIW
10:46.5,2.56705E+11,WLIW
37:51.0,2.56772E+11,3USE
51:42.0,2.56774E+11,WLIW
28:48.9,2.5679E+11,80G0
57:12.3,2.56702E+11,CPEH
18:19.8,2.56701E+11,WLIW
06:48.7,2.56774E+11,WLIW
40:35.6,2.56795E+11,DJGS
39:07.4,2.56771E+11,WLIW
41:30.7,2.56706E+11,U1DD
26:27.3,2.56703E+11,DJGS
13:58.5,2.56702E+11,80G0
07:29.8,2.56782E+11,80G0
56:58.8,2.5676E+11,U1DD
03:00.8,2.56781E+11,T0LZ
00:50.1,2.56755E+11,3USE
01:17.8,2.56781E+11,80G0
00:44.3,2.56702E+11,T0LZ
31:30.1,2.56701E+11,WLIW
23:57.4,2.56754E+11,80G0
07:59.6,2.56702E+11,WLIW
11:15.4,2.56703E+11,WLIW
29:17.0,2.56792E+11,80G0
30:19.4,2.56703E+11,WLIW
46:21.2,2.56779E+11,T2MU
31:41.8,2.56787E+11,U1DD
55:32.5,2.56703E+11,P7R7
08:18.9,2.56701E+11,80G0
52:41.9,2.56776E+11,80G0
21:06.5,2.56784E+11,WLIW
39:24.3,2.56775E+11,WLIW
40:20.4,2.56706E+11,WLIW
21:24.4,2.56772E+11,WLIW
59:30.2,2.56779E+11,Q9SJ
55:44.4,2.56701E+11,80G0
31:27.0,2.56789E+11,WLIW
02:59.8,2.56702E+11,6Q4Z
59:35.9,2.56702E+11,CPEH
31:32.7,2.56784E+11,U1DD
04:06.8,2.56779E+11,WLIW
19:39.8,2.56705E+11,80G0
41:04.9,2.56753E+11,WLIW
06:43.2,2.56774E+11,3USE
15:01.7,2.56773E+11,T0LZ
01:33.8,2.56775E+11,U1DD
45:56.2,2.56706E+11,DJGS
23:45.8,2.56753E+11,WLIW
02:01.6,2.56708E+11,Q9SJ
12:26.8,2.56773E+11,6Q4Z
37:47.2,2.5679E+11,U1DD
29:04.1,2.56784E+11,WLIW
08:51.9,2.56774E+11,WLIW
47:02.3,2.56786E+11,80G0
33:31.6,2.56785E+11,WLIW
12:16.6,2.56758E+11,WLIW
08:28.2,2.56781E+11,WLIW
42:58.2,2.56752E+11,U1DD
05:11.7,2.56701E+11,U1DD
03:53.8,2.56785E+11,WLIW
02:06.8,2.56701E+11,WLIW
05:12.2,2.56785E+11,WLIW
29:22.7,2.56752E+11,3USE
15:52.6,2.56772E+11,3USE
47:23.6,2.56702E+11,WLIW
46:21.2,2.56774E+11,WLIW
22:43.3,2.56787E+11,80G0
43:54.6,2.56703E+11,T0LZ
05:47.0,2.56787E+11,80G0
11:46.5,2.56773E+11,DJGS
48:34.0,2.56774E+11,WLIW
51:36.2,2.56781E+11,80G0
19:57.4,2.56781E+11,3USE
15:12.7,2.56779E+11,P7R7
52:03.2,2.56772E+11,U1DD
01:43.3,2.56705E+11,WLIW
36:00.2,2.56701E+11,WLIW
18:03.2,2.56787E+11,WLIW
51:53.0,2.56785E+11,80G0
37:37.9,2.56702E+11,U1DD
55:02.4,2.56702E+11,80G0
40:28.8,2.56774E+11,DJGS
17:50.1,2.56774E+11,U1DD
09:20.7,2.56784E+11,WLIW
38:54.9,2.56703E+11,WLIW
59:00.2,2.56773E+11,6Q4Z
47:31.3,2.56774E+11,WLIW
59:59.6,2.56702E+11,6Q4Z
15:21.5,2.56706E+11,U1DD
59:06.1,2.56774E+11,WLIW
03:12.7,2.56774E+11,WLIW
34:46.4,2.56751E+11,WLIW
00:27.3,2.56758E+11,WLIW
27:43.6,2.56774E+11,WLIW
19:57.1,2.56751E+11,T0LZ
42:36.5,2.56781E+11,WLIW
39:37.6,2.56776E+11,80G0
46:41.9,2.56706E+11,80G0
58:19.1,2.56705E+11,WLIW
46:47.2,2.56786E+11,80G0
45:48.7,2.5678E+11,WLIW
28:14.6,2.56752E+11,U1DD
31:03.7,2.56774E+11,3USE
45:29.0,2.56312E+11,80G0
01:52.9,2.56785E+11,WLIW
30:34.7,2.56771E+11,WLIW
11:09.4,2.56782E+11,DJGS
01:51.9,2.56786E+11,DJGS
13:24.2,2.56785E+11,WLIW
50:52.0,2.56775E+11,80G0
12:30.6,2.56785E+11,WLIW
32:57.3,2.56705E+11,T0LZ
28:57.3,2.56788E+11,U1DD
54:14.0,2.56785E+11,WLIW
25:26.9,2.56702E+11,WLIW
31:40.1,2.56757E+11,P7R7
50:36.9,2.56701E+11,80G0
02:31.4,2.56773E+11,6Q4Z
57:49.9,2.56774E+11,WLIW
44:14.1,2.56705E+11,80G0
52:57.5,2.56702E+11,6Q4Z
18:35.7,2.56754E+11,WLIW
29:40.8,2.5678E+11,U1DD
32:09.2,2.56703E+11,WLIW
46:21.2,2.56753E+11,WLIW
21:24.8,2.56787E+11,6Q4Z
15:32.8,2.56785E+11,U1DD
56:13.6,2.56702E+11,6Q4Z
10:03.7,2.56776E+11,WLIW
21:11.0,2.56783E+11,WLIW
33:52.0,2.56774E+11,WLIW
23:11.7,2.56789E+11,WLIW
35:35.6,2.56752E+11,U1DD
43:44.4,2.56756E+11,80G0
57:09.5,2.56787E+11,80G0
12:19.1,2.56785E+11,DJGS
13:44.1,2.56792E+11,80G0
03:27.8,2.56705E+11,80G0
46:54.1,2.56708E+11,80G0
37:53.5,2.56777E+11,80G0
24:33.1,2.56785E+11,WLIW
06:40.3,2.56786E+11,WLIW
05:44.3,2.5678E+11,WLIW
24:34.1,2.56701E+11,WLIW
22:05.1,2.56796E+11,WLIW
31:38.3,2.56771E+11,U1DD
22:05.4,2.56703E+11,WLIW
41:04.1,2.56705E+11,80G0
05:40.4,2.56772E+11,WLIW
30:07.7,2.56701E+11,6Q4Z
10:53.5,2.56755E+11,U1DD
55:15.0,2.56787E+11,80G0
23:11.6,2.56784E+11,WLIW
03:35.3,2.56785E+11,WLIW
55:06.7,2.56705E+11,WLIW
19:21.7,2.56781E+11,T0LZ
43:51.7,2.56781E+11,3USE
59:06.8,2.56701E+11,3USE
52:14.8,2.56775E+11,WLIW
40:04.3,2.56787E+11,80G0
28:57.4,2.56772E+11,6Q4Z
38:35.4,2.56785E+11,WLIW
39:05.8,2.56703E+11,WLIW
24:43.4,2.56705E+11,U1DD
23:23.3,2.5678E+11,T0LZ
20:02.9,2.56771E+11,80G0
42:55.8,2.56754E+11,80G0
48:43.6,2.56789E+11,80G0
15:53.4,2.56782E+11,5YR6
49:18.1,2.5679E+11,80G0
36:31.5,2.56786E+11,49DG
33:21.4,2.56701E+11,U1DD
56:55.1,2.56776E+11,DJGS
19:51.2,2.56701E+11,U1DD
38:49.9,2.56701E+11,WLIW
56:02.2,2.56783E+11,WLIW
55:54.2,2.56703E+11,80G0
09:54.7,2.56705E+11,WLIW
25:36.7,2.56776E+11,WLIW
28:59.4,2.56772E+11,5YR6
46:48.6,2.56703E+11,T0LZ
28:10.5,2.56707E+11,80G0
11:00.6,2.56701E+11,WLIW
21:20.3,2.56751E+11,WLIW
56:16.2,2.56789E+11,6Q4Z
33:12.1,2.56703E+11,DJGS
30:35.7,2.56785E+11,WLIW
09:08.2,2.56752E+11,3USE
57:53.2,2.56701E+11,WLIW
00:17.0,2.56773E+11,UE6G
58:36.1,2.56701E+11,U1DD
45:09.7,2.56797E+11,80G0
40:50.9,2.56701E+11,WLIW
45:12.6,2.56312E+11,WLIW
07:16.7,2.56777E+11,DJGS
24:14.0,2.56779E+11,DJGS
17:18.4,2.56701E+11,80G0
57:01.6,2.56702E+11,CPEH
12:47.4,2.56701E+11,6Q4Z
29:33.9,2.56706E+11,80G0
11:33.2,2.56783E+11,P7R7
15:23.4,2.56756E+11,80G0
11:37.1,2.56703E+11,WLIW
28:49.3,2.56701E+11,6Q4Z
55:59.0,2.56701E+11,WLIW
56:30.9,2.56784E+11,WLIW
43:21.2,2.56753E+11,U1DD
07:21.6,2.56701E+11,T0LZ
06:51.5,2.56785E+11,WLIW
59:58.4,2.56754E+11,U1DD
43:49.9,2.56312E+11,80G0
10:00.0,2.56757E+11,DJGS
02:48.4,2.56753E+11,WLIW
45:27.8,2.56754E+11,80G0
49:44.9,2.56703E+11,DJGS
33:24.7,2.56775E+11,U1DD
17:31.5,2.5675E+11,WLIW
59:47.3,2.56774E+11,WLIW
21:20.0,2.56778E+11,80G0
16:13.7,2.5678E+11,WLIW
34:01.8,2.56789E+11,DJGS
37:15.2,2.56756E+11,WLIW
14:42.9,2.56705E+11,DJGS
40:26.2,2.56785E+11,WLIW
04:51.6,2.56776E+11,T0LZ
40:45.5,2.56701E+11,6Q4Z
42:23.6,2.56785E+11,DJGS
54:38.3,2.56785E+11,80G0
10:52.1,2.56773E+11,80G0
10:16.3,2.56703E+11,T0LZ
40:47.5,2.56753E+11,WLIW
42:37.3,2.56774E+11,WLIW
59:49.2,2.56701E+11,U1DD
52:44.7,2.56702E+11,80G0
50:25.6,2.56758E+11,WLIW
55:34.0,2.56781E+11,T0LZ
37:29.7,2.56783E+11,80G0
36:26.6,2.56772E+11,U1DD
03:16.1,2.56779E+11,WLIW
57:23.2,2.56773E+11,WLIW
36:43.3,2.56781E+11,6Q4Z
04:37.0,2.5676E+11,80G0
53:16.8,2.56783E+11,U1DD
12:52.8,2.56775E+11,WLIW
08:50.6,2.56784E+11,3USE
38:04.0,2.56785E+11,WLIW
16:22.8,2.56779E+11,5OH5
03:07.1,2.56705E+11,80G0
40:40.0,2.56785E+11,WLIW
03:11.1,2.56796E+11,WLIW
18:53.6,2.56751E+11,U1DD
09:02.8,2.56781E+11,WLIW
23:42.6,2.5679E+11,WLIW
28:21.0,2.56784E+11,80G0
25:16.7,2.56701E+11,6Q4Z
52:43.6,2.56753E+11,80G0
55:29.6,2.56785E+11,T0LZ
09:46.5,2.56772E+11,WLIW
26:10.1,2.56785E+11,WLIW
37:52.2,2.56772E+11,T0LZ
52:17.0,2.56703E+11,80G0
09:57.2,2.56778E+11,WLIW
05:21.4,2.56701E+11,WLIW
58:17.2,2.56777E+11,YEPH
45:39.6,2.56779E+11,U1DD
23:02.9,2.56784E+11,DJGS
18:41.2,2.56701E+11,U1DD
01:07.6,2.56771E+11,80G0
36:34.5,2.56771E+11,WLIW
36:17.9,2.56703E+11,DJGS
45:27.2,2.56773E+11,Q9SJ
12:59.3,2.56753E+11,WLIW
23:12.3,2.56775E+11,WLIW
59:40.1,2.56783E+11,P7R7
57:26.5,2.56755E+11,WLIW
12:23.6,2.56785E+11,80G0
56:19.2,2.56772E+11,U1DD
17:53.0,2.56771E+11,80G0
07:37.1,2.56701E+11,WLIW
46:12.1,2.56701E+11,6Q4Z
19:46.2,2.56753E+11,WLIW
07:37.5,2.56781E+11,DJGS
54:06.3,2.56774E+11,80G0
22:06.3,2.56774E+11,WLIW
18:48.6,2.56707E+11,80G0
51:59.7,2.56702E+11,T0LZ
38:34.8,2.56701E+11,WLIW
10:10.5,2.56779E+11,T0LZ
45:37.9,2.5679E+11,WLIW
33:15.3,2.56703E+11,WLIW
50:32.4,2.56772E+11,WLIW
11:18.1,2.56783E+11,U1DD
58:29.1,2.56312E+11,WLIW
52:59.9,2.56751E+11,T0LZ
43:30.2,2.56701E+11,U1DD
39:58.8,2.56777E+11,80G0
33:34.6,2.56782E+11,T2MU
04:47.8,2.56707E+11,80G0
15:27.3,2.56785E+11,WLIW
19:38.5,2.56756E+11,80G0
58:50.4,2.56776E+11,DJGS
05:51.6,2.56774E+11,80G0
37:55.5,2.56772E+11,WLIW
52:26.6,2.56775E+11,6Q4Z
06:19.7,2.56774E+11,WLIW
47:42.1,2.56774E+11,80G0
17:15.7,2.56753E+11,WLIW
24:03.0,2.56785E+11,WLIW
54:51.9,2.56779E+11,WLIW
17:56.2,2.56703E+11,WLIW
44:44.3,2.56774E+11,WLIW
48:56.2,2.56755E+11,3USE
55:48.9,2.56702E+11,6Q4Z
56:35.3,2.56701E+11,U1DD
02:44.0,2.56E+11,U1DD
22:37.0,2.56701E+11,6Q4Z
28:41.0,2.56752E+11,P7R7
33:43.8,2.56753E+11,80G0
29:02.8,2.56783E+11,DJGS
56:18.1,2.56784E+11,WLIW
34:23.2,2.56772E+11,WLIW
14:25.8,2.56703E+11,WLIW
07:05.5,2.56774E+11,WLIW
57:31.7,2.56772E+11,WLIW
51:42.1,2.56702E+11,80G0
16:36.5,2.56701E+11,WLIW
23:06.8,2.56772E+11,80G0
47:00.8,2.56751E+11,CPEH
26:23.0,2.56776E+11,WLIW
41:12.8,2.56701E+11,WLIW
41:35.0,2.56793E+11,80G0
39:40.1,2.56788E+11,U1DD
59:56.3,2.56754E+11,U1DD
52:47.4,2.56703E+11,WLIW
19:59.5,2.56703E+11,WLIW
23:45.4,2.56705E+11,U1DD
11:21.4,2.56792E+11,U1DD
29:22.3,2.56781E+11,3USE
08:28.0,2.56703E+11,T0LZ
25:01.6,2.56783E+11,DJGS
03:39.7,2.56703E+11,T0LZ
18:34.7,2.56705E+11,P7R7
23:19.0,2.56778E+11,WLIW
54:28.9,2.56702E+11,6Q4Z
16:10.5,2.56705E+11,80G0
03:48.1,2.56701E+11,WLIW
11:21.8,2.56779E+11,WLIW
47:57.0,2.56758E+11,U1DD
24:04.6,2.56775E+11,T2MU
56:45.5,2.56773E+11,80G0
56:41.3,2.56708E+11,U1DD
49:38.2,2.56786E+11,49DG
06:12.8,2.56782E+11,80G0
56:43.7,2.56703E+11,DJGS
21:17.7,2.56774E+11,80G0
47:10.8,2.56782E+11,T2MU
56:20.1,2.56788E+11,5YR6
27:11.7,2.56758E+11,80G0
46:12.5,2.56781E+11,WLIW
51:11.0,2.56701E+11,WLIW
